make_model,make,location,price,body_type,type,warranty,mileage,gearbox,fuel_type,seller,engine_size,gears,co_emissions,drivetrain,extras,empty_weight,full_service_history,upholstery,previous_owner,energy_efficiency_class,age,power_kW,cons_avg,comfort_&_convenience_Package,entertainment_&_media_Package,safety_&_security_Package
Mercedes-Benz C 200,Mercedes-Benz,"Frankfurter Straße 49,  38122 Braunschweig, DE",58490.0,Convertible,Employee's car,No,19900.0,Automatic,Benzine,Dealer,1497.0,7.0,141.0,Rear,"Alloy wheels, Catalytic Converter, Shift paddles, Sport package, Sport seats, Sport suspension, Tuned car",1635.0,Yes,Part/Full Leather,1.0,unefficient,0.0,135.0,6.4,Standard,Plus,Safety Premium Package
Mercedes-Benz E 200,Mercedes-Benz,"Arenberger Str. 54,  56077 Koblenz, DE",44490.0,Convertible,Used,No,9000.0,Automatic,Benzine,Dealer,1991.0,7.0,142.0,Rear,"Alloy wheels, Ambient lighting, Automatically dimming interior mirror, Cargo barrier, E10-enabled, Headlight washer system, Shift paddles, Sport package, Sport seats, Sport suspension, Touch screen, Voice Control",1685.0,Yes,Part/Full Leather,2.0,efficient,4.0,135.0,6.2,Standard,Plus,Safety Premium Package
Mercedes-Benz SL 63 AMG,Mercedes-Benz,"Heinrich-Hertz-Str. 2,  92224 Amberg, DE",209850.0,Convertible,Demonstration,Yes,6536.0,Automatic,Benzine,Dealer,3982.0,7.0,293.0,4WD,"Alloy wheels, Ambient lighting, Automatically dimming interior mirror, Emergency tyre repair kit, Shift paddles, Sport package, Sport suspension, Summer tyres, Touch screen, Voice Control",1970.0,Yes,Part/Full Leather,1.0,unefficient,0.0,430.0,12.9,Premium,Plus,Safety Premium Package
Mercedes-Benz C 180,Mercedes-Benz,"Marsstr. 23,  44579 Castrop-Rauxel, DE",35480.0,Convertible,Used,Yes,24673.0,Automatic,Benzine,Dealer,1595.0,6.0,149.0,Rear,"Alloy wheels, Automatically dimming interior mirror, Cargo barrier, Shift paddles, Smoker's package, Sport package, Summer tyres, Voice Control, Winter package",1600.0,No,Part/Full Leather,2.0,efficient,4.0,115.0,6.5,Premium,Standard,Safety Premium Package
Mercedes-Benz C 300,Mercedes-Benz,"Bärenfelser Straße  8,  79539 Lörrach, DE",53790.0,Convertible,Used,No,26782.0,Automatic,Benzine,Dealer,1991.0,7.0,152.0,Rear,"Alloy wheels (19""), Ambient lighting, Automatically dimming interior mirror, Catalytic Converter, Shift paddles, Sport package, Sport suspension, Trailer hitch, Voice Control",1690.0,Yes,Part/Full Leather,1.0,efficient,2.0,190.0,6.6,Premium,Plus,Safety Premium Package
Mercedes-Benz C 200,Mercedes-Benz,"Alte Bundesstr. 45,  71332 Waiblingen, DE",58900.0,Convertible,Demonstration,No,9500.0,Automatic,Benzine,Dealer,1497.0,7.0,181.0,Rear,"Alloy wheels, Ambient lighting, Automatically dimming interior mirror, Shift paddles, Sport package, Sport seats, Voice Control",1710.0,Yes,Part/Full Leather,1.0,unefficient,0.0,135.0,8.0,Standard,Plus,Safety Premium Package
Mercedes-Benz E 220,Mercedes-Benz,"Daimlerstr. 6,  85748 Garching bei München, DE",53335.0,Convertible,Used,No,52745.0,Automatic,Diesel,Dealer,1950.0,7.0,138.0,4WD,"Alloy wheels, Ambient lighting, Automatically dimming interior mirror, Catalytic Converter, Shift paddles, Sport package, Sport seats, Sport suspension, Summer tyres, Touch screen",1900.0,Yes,Part/Full Leather,1.0,efficient,3.0,143.0,5.2,Premium,Plus,Safety Premium Package
Mercedes-Benz C 300,Mercedes-Benz,"Wormser Landstraße 194,  67346 Speyer, DE",52900.0,Convertible,Used,Yes,19999.0,Automatic,Benzine,Dealer,1991.0,7.0,160.0,4WD,"Alloy wheels, Ambient lighting, Automatically dimming interior mirror, Cargo barrier, E10-enabled, Shift paddles, Sport package, Sport suspension, Summer tyres, Touch screen, Voice Control",1835.0,Yes,Part/Full Leather,2.0,efficient,2.0,190.0,7.0,Standard,Plus,Safety Premium Package
Mercedes-Benz E 220,Mercedes-Benz,"Rotthauser Str. 10,  45309 Essen, DE",59895.0,Convertible,Used,Yes,31915.0,Automatic,Diesel,Dealer,1950.0,7.0,137.0,Rear,"Alloy wheels, Ambient lighting, Automatically dimming interior mirror, Shift paddles, Sport package, Sport seats, Touch screen, Voice Control",1870.0,Yes,Part/Full Leather,1.0,efficient,1.0,143.0,5.2,Premium,Plus,Safety Premium Package
Mercedes-Benz C 63 AMG,Mercedes-Benz,"Arneburger Str. 140,  39576 Stendal, DE",114900.0,Convertible,Demonstration,No,6000.0,Automatic,Benzine,Dealer,3982.0,7.0,255.0,Rear,"Alloy wheels, Catalytic Converter, Shift paddles, Sport package, Sport seats, Sport suspension, Tuned car, Voice Control",1925.0,Yes,Part/Full Leather,1.0,unefficient,0.0,350.0,10.4,Standard,Plus,Safety Premium Package
Mercedes-Benz C 180,Mercedes-Benz,"Merowinger Str. 7-9,  70736 Fellbach, DE",45800.0,Convertible,Used,No,12811.0,Automatic,Benzine,Dealer,1497.0,6.0,172.0,Rear,"Alloy wheels, Automatically dimming interior mirror, Cargo barrier, E10-enabled, Emergency tyre repair kit, Shift paddles, Sport package, Sport seats, Sport suspension, Voice Control",1600.0,Yes,Part/Full Leather,1.0,unefficient,1.0,115.0,6.5,Premium,Plus,Safety Premium Package
Mercedes-Benz E 220,Mercedes-Benz,"AVDA. CONSELL VALENCIA,1,  46600 ALZIRA, ES",25900.0,Convertible,Used,Yes,143000.0,Automatic,Diesel,Dealer,2143.0,7.0,133.0,Rear,Alloy wheels,1835.0,No,Part/Full Leather,2.0,efficient,8.0,125.0,4.8,Standard,Standard,Safety Premium Plus Package
Mercedes-Benz SLC 200,Mercedes-Benz,"Dieselstr. 1,  84069 Schierling, DE",35879.0,Convertible,Used,Yes,35000.0,Automatic,Benzine,Dealer,1991.0,6.0,143.0,Rear,"Alloy wheels, Automatically dimming interior mirror, Shift paddles, Voice Control",1480.0,No,Part/Full Leather,2.0,unefficient,4.0,135.0,6.1,Premium,Standard,Safety Premium Package
Mercedes-Benz SLC 200,Mercedes-Benz,"Viernheimer Strasse 100,  69469 Weinheim, DE",39880.0,Convertible,Used,No,40790.0,Automatic,Benzine,Dealer,1991.0,6.0,137.0,Rear,"Alloy wheels, Ambient lighting, Automatically dimming interior mirror, Cargo barrier, E10-enabled, Emergency tyre repair kit, Shift paddles, Sport package, Sport seats, Sport suspension, Voice Control",1480.0,No,Part/Full Leather,1.0,efficient,4.0,135.0,5.9,Premium,Standard,Safety Premium Package
Mercedes-Benz C 300,Mercedes-Benz,"Fuhrbleek 48-50,  30916 Isernhagen, DE",37999.0,Convertible,Used,No,75726.0,Automatic,Benzine,Dealer,1991.0,7.0,155.0,4WD,"Alloy wheels, Ambient lighting, Automatically dimming interior mirror, Cargo barrier, E10-enabled, Shift paddles, Sport package, Sport seats, Sport suspension, Summer tyres, Voice Control",1735.0,Yes,Part/Full Leather,2.0,efficient,5.0,180.0,6.9,Standard,Standard,Safety Premium Package
Mercedes-Benz C 200,Mercedes-Benz,"Bornhardtstraße 1,  38644 Goslar, DE",50990.0,Convertible,Used,No,12584.0,Automatic,Benzine,Dealer,1497.0,7.0,141.0,Rear,"Alloy wheels, Catalytic Converter, Shift paddles, Sport package, Sport seats, Sport suspension, Tuned car, Voice Control",1730.0,Yes,Part/Full Leather,1.0,efficient,1.0,135.0,6.4,Premium,Plus,Safety Premium Package
Mercedes-Benz E 200,Mercedes-Benz,"Rotthauser Str. 10,  45309 Essen, DE",58885.0,Convertible,Used,Yes,11002.0,Automatic,Benzine,Dealer,1991.0,7.0,163.0,Rear,"Alloy wheels, Ambient lighting, Automatically dimming interior mirror, Emergency tyre repair kit, Shift paddles, Sport package, Touch screen, Voice Control",1830.0,Yes,Part/Full Leather,1.0,unefficient,1.0,145.0,7.1,Premium,Plus,Safety Premium Package
Mercedes-Benz CLK 200,Mercedes-Benz,"Triftweg 34,  06847 Dessau, DE",9999.0,Convertible,Used,No,118000.0,Manual,Benzine,Dealer,1796.0,6.0,209.0,Rear,"Alloy wheels, Catalytic Converter",1665.0,Yes,Part/Full Leather,2.0,unefficient,18.0,120.0,8.8,Standard,Standard,Safety Premium Package
Mercedes-Benz C 200,Mercedes-Benz,"Meckenheimer Straße 12,  53359 Rheinbach, DE",53880.0,Convertible,Used,Yes,5705.0,Automatic,Benzine,Dealer,1497.0,7.0,157.0,Rear,"Alloy wheels, Ambient lighting, Automatically dimming interior mirror, Shift paddles",1710.0,No,Part/Full Leather,1.0,unefficient,0.0,135.0,6.9,Standard,Plus,Safety Premium Package
Mercedes-Benz E 220,Mercedes-Benz,"An der Breiten Gehre 5,  39638 Gardelegen, DE",53890.0,Convertible,Used,No,12245.0,Automatic,Diesel,Dealer,1950.0,7.0,133.0,Rear,Alloy wheels,1870.0,Yes,Part/Full Leather,1.0,efficient,2.0,143.0,5.0,Standard,Plus,Safety Premium Package
Mercedes-Benz C 200,Mercedes-Benz,"Meckenheimer Straße 12,  53359 Rheinbach, DE",50900.0,Convertible,Used,Yes,8318.0,Automatic,Benzine,Dealer,1497.0,7.0,153.0,Rear,"Alloy wheels, Ambient lighting, Shift paddles",1710.0,No,Part/Full Leather,1.0,efficient,0.0,135.0,6.7,Standard,Plus,Safety Premium Package
Mercedes-Benz E 220,Mercedes-Benz,"Ctra. Granollers-Masnou, Km 15,5,  8400 Granollers, ES",56000.0,Convertible,Used,Yes,25577.0,Automatic,Diesel,Dealer,1950.0,7.0,133.0,Rear,Alloy wheels,1870.0,No,Part/Full Leather,1.0,efficient,2.0,143.0,5.0,Standard,Plus,Safety Premium Plus Package
Mercedes-Benz C 200,Mercedes-Benz,"Meckenheimer Straße 12,  53359 Rheinbach, DE",48980.0,Convertible,Used,Yes,7471.0,Automatic,Benzine,Dealer,1497.0,7.0,153.0,Rear,"Alloy wheels, Ambient lighting, Shift paddles",1710.0,No,Part/Full Leather,1.0,efficient,0.0,135.0,6.7,Standard,Plus,Safety Premium Package
Mercedes-Benz C 200,Mercedes-Benz,"Meckenheimer Straße 12,  53359 Rheinbach, DE",50900.0,Convertible,Used,Yes,5102.0,Automatic,Benzine,Dealer,1497.0,7.0,153.0,Rear,"Alloy wheels, Ambient lighting, Shift paddles",1710.0,No,Part/Full Leather,1.0,efficient,0.0,135.0,6.7,Standard,Plus,Safety Premium Package
Mercedes-Benz SLK 200,Mercedes-Benz,"Drosselweg 21,  81827 München, DE",12580.0,Convertible,Used,No,62500.0,Manual,Benzine,Dealer,1796.0,6.0,0.0,Rear,"Alloy wheels, Spare tyre, Sport package, Sport seats, Sport suspension, Summer tyres",1435.0,Yes,Part/Full Leather,2.0,unefficient,18.0,120.0,0.0,Standard,Standard,Safety Premium Package
Mercedes-Benz C 200,Mercedes-Benz,"Dottinger Straße 81,  72525 Münsingen, DE",49590.0,Convertible,Used,No,11392.0,Automatic,Benzine,Dealer,1497.0,7.0,146.0,Rear,"Alloy wheels, Ambient lighting, Automatically dimming interior mirror, Electronic parking brake, Shift paddles, Sport package, Sport seats, Sport suspension, Summer tyres, Voice Control, Winter package",1730.0,Yes,Part/Full Leather,1.0,efficient,2.0,135.0,6.4,Standard,Plus,Safety Premium Package
Mercedes-Benz C 200,Mercedes-Benz,"Meckenheimer Straße 12,  53359 Rheinbach, DE",50900.0,Convertible,Used,Yes,5212.0,Automatic,Benzine,Dealer,1497.0,7.0,153.0,Rear,"Alloy wheels, Ambient lighting, Shift paddles",1710.0,No,Part/Full Leather,1.0,efficient,0.0,135.0,6.7,Standard,Plus,Safety Premium Package
Mercedes-Benz C 200,Mercedes-Benz,"Meckenheimer Straße 12,  53359 Rheinbach, DE",54880.0,Convertible,Used,Yes,6088.0,Automatic,Benzine,Dealer,1497.0,7.0,157.0,Rear,"Alloy wheels, Ambient lighting, Automatically dimming interior mirror, Shift paddles",1710.0,No,Part/Full Leather,1.0,unefficient,0.0,135.0,6.9,Standard,Plus,Safety Premium Package
Mercedes-Benz E 200,Mercedes-Benz,"St.-Georgener-Straße 1,  79111 Freiburg, DE",50990.0,Convertible,Used,No,23956.0,Automatic,Benzine,Dealer,1991.0,7.0,148.0,Rear,"Alloy wheels (17""), Ambient lighting, Automatically dimming interior mirror, Catalytic Converter, E10-enabled, Emergency tyre repair kit, Shift paddles, Sport seats, Trailer hitch, Voice Control",1830.0,Yes,Part/Full Leather,2.0,efficient,2.0,145.0,6.5,Premium,Plus,Safety Premium Package
Mercedes-Benz E 300,Mercedes-Benz,"Landshuter Str. 1,  94315 Straubing, DE",59950.0,Convertible,Used,Yes,24978.0,Automatic,Diesel,Dealer,1950.0,7.0,160.0,Rear,"Alloy wheels, Ambient lighting, Automatically dimming interior mirror, Shift paddles, Sport package, Sport seats, Sport suspension, Voice Control",1875.0,Yes,Part/Full Leather,1.0,efficient,2.0,180.0,5.8,Premium,Plus,Safety Premium Package
Mercedes-Benz C 220,Mercedes-Benz,"Alt-Friedrichsfelde 63,  12683 Berlin, DE",34900.0,Convertible,Used,No,42452.0,Automatic,Diesel,Dealer,2143.0,8.0,0.0,4WD,"All season tyres, Alloy wheels, Automatically dimming interior mirror, Shift paddles, Sport package, Touch screen, Trailer hitch, Voice Control",1730.0,No,Part/Full Leather,2.0,efficient,5.0,125.0,4.5,Standard,Standard,Safety Premium Package
Mercedes-Benz C 200,Mercedes-Benz,"Meckenheimer Straße 12,  53359 Rheinbach, DE",50900.0,Convertible,Used,Yes,3643.0,Automatic,Benzine,Dealer,1497.0,7.0,153.0,Rear,"Alloy wheels, Ambient lighting, Shift paddles",1710.0,No,Part/Full Leather,1.0,efficient,0.0,135.0,6.7,Standard,Plus,Safety Premium Package
Mercedes-Benz C 200,Mercedes-Benz,"Bielefelder Str. 10,  33758 Schloß Holte-Stukenbrock, DE",48950.0,Convertible,Employee's car,Yes,7622.0,Automatic,Benzine,Dealer,1497.0,7.0,156.0,Rear,"Alloy wheels, Automatically dimming interior mirror, E10-enabled, Shift paddles",1705.0,Yes,Part/Full Leather,1.0,unefficient,1.0,135.0,6.8,Standard,Plus,Safety Premium Package
Mercedes-Benz E 300,Mercedes-Benz,"Bielefelder Str. 10,  33758 Schloß Holte-Stukenbrock, DE",68400.0,Convertible,Used,Yes,18208.0,Automatic,Benzine,Dealer,1991.0,7.0,160.0,Rear,"Alloy wheels, Ambient lighting, Automatically dimming interior mirror, Shift paddles, Summer tyres, Touch screen, Trailer hitch, Voice Control",1855.0,Yes,Part/Full Leather,1.0,efficient,1.0,190.0,7.0,Standard,Plus,Safety Premium Package
Mercedes-Benz C 180,Mercedes-Benz,"Max-von-Müller-Str. 66,  84056 Rottenburg, DE",44799.0,Convertible,Used,Yes,39313.0,Automatic,Benzine,Dealer,1497.0,6.0,158.0,Rear,"Alloy wheels, Ambient lighting, Automatically dimming interior mirror, Cargo barrier, Shift paddles, Smoker's package, Sport package, Sport seats, Sport suspension, Voice Control",1690.0,No,Part/Full Leather,1.0,unefficient,1.0,115.0,6.9,Standard,Plus,Safety Premium Package
Mercedes-Benz C 180,Mercedes-Benz,"Dieselstr. 1,  84069 Schierling, DE",44799.0,Convertible,Used,Yes,36930.0,Automatic,Benzine,Dealer,1497.0,6.0,158.0,Rear,"Alloy wheels, Ambient lighting, Automatically dimming interior mirror, Cargo barrier, Shift paddles, Smoker's package, Sport package, Sport seats, Sport suspension, Touch screen, Voice Control",1690.0,No,Part/Full Leather,1.0,unefficient,1.0,115.0,6.9,Standard,Plus,Safety Premium Package
Mercedes-Benz E 220,Mercedes-Benz,"Dieselstr. 1,  84069 Schierling, DE",57899.0,Convertible,Used,Yes,15000.0,Automatic,Diesel,Dealer,1950.0,7.0,137.0,Rear,"Alloy wheels, Ambient lighting, Automatically dimming interior mirror, Cargo barrier, Shift paddles, Sport package, Sport seats, Sport suspension, Touch screen, Voice Control",1870.0,No,Part/Full Leather,1.0,efficient,2.0,143.0,5.2,Standard,Plus,Safety Premium Package
Mercedes-Benz C 200,Mercedes-Benz,"Detmolder Str. 107-109,  33100 Paderborn, DE",53890.0,Convertible,Employee's car,No,9500.0,Automatic,Benzine,Dealer,1497.0,7.0,141.0,Rear,"Alloy wheels, Catalytic Converter, Shift paddles, Sport package, Sport seats, Sport suspension, Tuned car, Voice Control",1710.0,Yes,Part/Full Leather,1.0,efficient,0.0,135.0,6.7,Standard,Plus,Safety Premium Package
Mercedes-Benz C 200,Mercedes-Benz,"Dieselstr. 1,  84069 Schierling, DE",47799.0,Convertible,Used,Yes,30000.0,Automatic,Benzine,Dealer,1497.0,7.0,156.0,Rear,"Alloy wheels, Ambient lighting, Automatically dimming interior mirror, Cargo barrier, Shift paddles, Smoker's package, Sport package, Sport seats, Sport suspension, Touch screen, Voice Control",1705.0,No,Part/Full Leather,1.0,unefficient,1.0,135.0,6.8,Standard,Plus,Safety Premium Package
Mercedes-Benz C 200,Mercedes-Benz,"Dieselstr. 1,  84069 Schierling, DE",49799.0,Convertible,Used,Yes,25000.0,Automatic,Benzine,Dealer,1497.0,7.0,146.0,Rear,"Alloy wheels, Ambient lighting, Automatically dimming interior mirror, Cargo barrier, Emergency tyre repair kit, Shift paddles, Sport package, Sport seats, Sport suspension, Touch screen, Voice Control",1705.0,No,Part/Full Leather,1.0,efficient,1.0,135.0,6.4,Standard,Plus,Safety Premium Package
Mercedes-Benz E 220,Mercedes-Benz,"Arneburger Str. 140,  39576 Stendal, DE",49990.0,Convertible,Used,No,22323.0,Automatic,Diesel,Dealer,1950.0,7.0,116.0,Rear,"Alloy wheels, Shift paddles, Sport suspension, Tuned car, Voice Control",1870.0,Yes,Part/Full Leather,2.0,efficient,4.0,143.0,4.9,Premium,Plus,Safety Premium Package
Mercedes-Benz SLK 200,Mercedes-Benz,"Am Flughafen 1/3/5,  12529 Schönefeld, DE",25880.0,Convertible,Used,No,27502.0,Automatic,Benzine,Dealer,1796.0,7.0,152.0,Rear,"Alloy wheels (17""), Automatically dimming interior mirror, Emergency tyre repair kit, Headlight washer system, Sport seats",1435.0,Yes,Part/Full Leather,2.0,efficient,7.0,135.0,6.4,Premium,Standard,Safety Premium Package
Mercedes-Benz 250,Mercedes-Benz,"An der Feuerwache 1,  99817 Eisenach, DE",21920.0,Convertible,Used,No,130500.0,Automatic,Benzine,Dealer,1991.0,7.0,145.0,Front,"Alloy wheels, Cargo barrier, Catalytic Converter, E10-enabled, Shift paddles, Sport seats, Sport suspension, Trailer hitch",1765.0,Yes,Part/Full Leather,2.0,efficient,9.0,155.0,6.3,Premium,Standard,Safety Premium Package
Mercedes-Benz E 400,Mercedes-Benz,"Frankfurter Straße 49,  38122 Braunschweig, DE",84990.0,Convertible,Used,No,5058.0,Automatic,Diesel,Dealer,2925.0,7.0,166.0,4WD,"Alloy wheels, Shift paddles, Sport package, Sport seats, Sport suspension, Touch screen, Trailer hitch, Tuned car, Voice Control",1960.0,Yes,Part/Full Leather,1.0,efficient,2.0,243.0,6.3,Premium,Plus,Safety Premium Package
Mercedes-Benz SL 500,Mercedes-Benz,"Fuhrbleek 48-50,  30916 Isernhagen, DE",50999.0,Convertible,Used,No,73156.0,Automatic,Benzine,Dealer,4663.0,5.0,216.0,Rear,"Alloy wheels, Ambient lighting, Automatically dimming interior mirror, E10-enabled, Shift paddles, Sport package, Sport seats, Sport suspension, Voice Control",1770.0,Yes,Part/Full Leather,2.0,unefficient,8.0,320.0,9.1,Premium,Standard,Safety Premium Package
Mercedes-Benz SLK 200,Mercedes-Benz,"Saarbrücker Allee 11,  65201 Wiesbaden, DE",23900.0,Convertible,Used,No,69500.0,Automatic,Benzine,Dealer,1796.0,7.0,152.0,Rear,"Alloy wheels, Automatically dimming interior mirror, Headlight washer system, Shift paddles, Sport package, Sport seats, Sport suspension, Voice Control, Winter package",1435.0,Yes,Part/Full Leather,1.0,unefficient,8.0,135.0,6.4,Premium,Standard,Safety Premium Package
Mercedes-Benz C 200,Mercedes-Benz,"AVENIDA VALENCIA 26,  3770 EL VERGEL, ES",45000.0,Convertible,Used,Yes,50000.0,Automatic,Benzine,Dealer,1497.0,7.0,153.0,Rear,"Alloy wheels, Sport seats",1705.0,No,Part/Full Leather,1.0,efficient,1.0,135.0,6.4,Standard,Plus,Safety Premium Package
Mercedes-Benz SLK 250,Mercedes-Benz,"Bielefelder Str. 10,  33758 Schloß Holte-Stukenbrock, DE",17900.0,Convertible,Used,No,163191.0,Automatic,Diesel,Dealer,2143.0,7.0,128.0,Rear,"Alloy wheels, Ambient lighting, Automatically dimming interior mirror, Headlight washer system, Sport seats, Voice Control",1590.0,Yes,Part/Full Leather,2.0,efficient,8.0,150.0,4.9,Standard,Standard,Safety Premium Package
Mercedes-Benz SLK 200,Mercedes-Benz,"Rue Gendebien 62,  6200 Chatelineau, BE",11900.0,Convertible,Used,Yes,118000.0,Automatic,Benzine,Dealer,1796.0,5.0,211.0,Rear,"Alloy wheels, Cargo barrier, Catalytic Converter, Emergency tyre, Headlight washer system, Spare tyre",1415.0,Yes,Part/Full Leather,2.0,unefficient,17.0,120.0,8.8,Standard,Standard,Safety Premium Package
Mercedes-Benz SL 63 AMG,Mercedes-Benz,"Retfordstraße 7,  64319 Pfungstadt, DE",46922.0,Convertible,Used,No,95353.0,Automatic,Benzine,Dealer,6208.0,7.0,328.0,4WD,"Alloy wheels, Automatically dimming interior mirror, Cargo barrier, E10-enabled, Headlight washer system, Shift paddles, Sport package, Sport seats, Sport suspension, Summer tyres, Touch screen",1970.0,No,Part/Full Leather,2.0,unefficient,14.0,386.0,14.1,Premium,Plus,Safety Premium Package
Mercedes-Benz E 200,Mercedes-Benz,"7 Rue d'Amiens,  7500 Tournai, BE",61990.0,Convertible,Used,Yes,29036.0,Automatic,Benzine,Dealer,1991.0,7.0,165.0,Rear,"Alloy wheels, Ambient lighting, Shift paddles",1685.0,Yes,Part/Full Leather,1.0,unefficient,1.0,145.0,6.5,Standard,Plus,Safety Premium Package
Mercedes-Benz C 63 AMG,Mercedes-Benz,"AVDA. PARAYAS, 8,  39011 SANTANDER, ES",36990.0,Convertible,Used,Yes,132000.0,Automatic,Benzine,Dealer,3982.0,7.0,244.0,Rear,"Alloy wheels (20""), Ambient lighting, Automatically dimming interior mirror, E10-enabled, Shift paddles, Spoiler, Sport package, Sport seats, Sport suspension, Summer tyres, Voice Control, Winter package",1940.0,No,Part/Full Leather,2.0,unefficient,9.0,336.0,10.4,Standard,Plus,Safety Standard Package
Mercedes-Benz E 220,Mercedes-Benz,"Bestel gemakkelijk Online 24/7,  1000 Brussel, BE",24900.0,Convertible,Used,Yes,64577.0,Automatic,Diesel,Dealer,2143.0,7.0,130.0,Rear,"Alloy wheels, Shift paddles",1735.0,No,Part/Full Leather,2.0,efficient,8.0,120.0,4.9,Standard,Standard,Safety Premium Package
